date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:30:27	73949/73949	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2014:30:26%20GMT	https://www.facebook.com/login/	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/index.html	(from https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F)
16:30:29	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Sep%202024%2014:30:30%20GMT	https://facebook.com/security/hsts-pixel.gif?c=3.2.5	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/facebook.com/security/hsts-pixel.688fa.delayed	(from https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F)
16:30:34	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Sep%202024%2014:30:34%20GMT	https://fbcdn.net/security/hsts-pixel.gif?c=2.5	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/fbcdn.net/security/hsts-pixel.76ede.delayed	(from https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F)
16:30:38	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Sep%202024%2014:30:39%20GMT	https://fbsbx.com/security/hsts-pixel.gif?c=5	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/fbsbx.com/security/hsts-pixel.86882.delayed	(from https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F)
16:30:42	43/43	---M-Z	200	added ('OK')	image/gif	date:Wed,%2025%20Sep%202024%2014:30:43%20GMT	https://connect.facebook.net/security/hsts-pixel.gif	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/connect.facebook.net/security/hsts-pixel.gif	(from https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F)
16:30:56	9204/9204	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/4zS6aBDBtHT.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/ys/r/4zS6aBDBtHT1f8e.js	(from https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F)
16:31:07	5769/5769	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/unHwF9CkMyM.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/yL/r/unHwF9CkMyM.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/GowY3SbJ7Gq.css?_nc_x=Ij3Wp8lg5Kz)
16:31:09	453/453	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yo/r/P5YOMZ2AvVl.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/yo/r/P5YOMZ2AvVl.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/GowY3SbJ7Gq.css?_nc_x=Ij3Wp8lg5Kz)
16:31:13	387/387	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/QmNowR8YIaT.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/y8/r/QmNowR8YIaT.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/GowY3SbJ7Gq.css?_nc_x=Ij3Wp8lg5Kz)
16:31:14	1315/1315	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yH/r/xgVgalBG80z.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/yH/r/xgVgalBG80z.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/GowY3SbJ7Gq.css?_nc_x=Ij3Wp8lg5Kz)
16:31:14	3535/3535	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/YwPTeE82t1h.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/yZ/r/YwPTeE82t1h.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/GowY3SbJ7Gq.css?_nc_x=Ij3Wp8lg5Kz)
16:31:15	90/90	---M--	200	added ('OK')	image/gif	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y9/r/y7MG8IZpiC8.gif	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/y9/r/y7MG8IZpiC8.gif	(from https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/GowY3SbJ7Gq.css?_nc_x=Ij3Wp8lg5Kz)
16:31:16	280/280	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/18jcvVbseWI.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/yd/r/18jcvVbseWI.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yB/l/0,cross/n3vvXetINHp.css?_nc_x=Ij3Wp8lg5Kz)
16:31:17	1203/1203	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/TwAHgQi2ZPB.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/yB/r/TwAHgQi2ZPB.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/CtT34D3GPAM.css?_nc_x=Ij3Wp8lg5Kz)
16:31:18	153/153	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/ym/r/DM6xr9UHKj1.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/ym/r/DM6xr9UHKj1.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/CtT34D3GPAM.css?_nc_x=Ij3Wp8lg5Kz)
16:31:19	95/95	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/O7nelmd9XSI.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/yU/r/O7nelmd9XSI.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/CtT34D3GPAM.css?_nc_x=Ij3Wp8lg5Kz)
16:31:19	350/350	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/PmjSkvyqVM-.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/yu/r/PmjSkvyqVM-.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/CtT34D3GPAM.css?_nc_x=Ij3Wp8lg5Kz)
16:31:20	696/696	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/6oZO5zjhedE.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/yg/r/6oZO5zjhedE.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/CtT34D3GPAM.css?_nc_x=Ij3Wp8lg5Kz)
16:31:21	12515/12515	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yX/r/rzFRr25hmIl.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/yX/r/rzFRr25hmIl.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yZ/l/0,cross/jxWfICmdhjE.css?_nc_x=Ij3Wp8lg5Kz)
16:31:24	1200/1200	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/ea-RzUBVNUl.png	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/yM/r/ea-RzUBVNUl.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yZ/l/0,cross/jxWfICmdhjE.css?_nc_x=Ij3Wp8lg5Kz)
16:31:34	71803/71803	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:31:34%20GMT	https://www.facebook.com/login/GET	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/GET.1f.delayed	(from https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/QK4AuJ3bOfR.js?_nc_x=Ij3Wp8lg5Kz)
16:31:35	71899/71899	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:31:35%20GMT	https://www.facebook.com/login/u_0_1_r	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/u_0_1_r	(from https://www.facebook.com/login/)
16:31:38	49300/49300	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y6/r/a2il9m3oo2U.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/y6/r/a2il9m3oo2U1f8e.js	(from https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F)
16:31:42	26193/26193	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Wed,%2025%20Sep%202024%2014:31:37%20GMT	https://www.facebook.com/login/Fj6MRz	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/Fj6MRz	(from https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F)
16:31:48	72338/72338	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:31:43%20GMT	https://www.facebook.com/login/web/help/637205020878504	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/web/help/637205020878504	(from https://www.facebook.com/login/web/)
16:31:48	71914/71914	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:31:43%20GMT	https://www.facebook.com/login/Fj6MRz/	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/Fj6MRz/index.html	(from https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F)
16:31:49	74070/74070	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2014:31:43%20GMT	https://www.facebook.com/login/web/?_fb_noscript=1	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/web/index4964.html	(from https://www.facebook.com/login/web/)
16:31:51	26205/26205	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Wed,%2025%20Sep%202024%2014:31:47%20GMT	https://www.facebook.com/login/web/Fj6MRz	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/web/Fj6MRz	(from https://www.facebook.com/login/web/)
16:31:55	72027/72027	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:31:49%20GMT	https://www.facebook.com/login/web/Fj6MRz/	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/web/Fj6MRz/index.html	(from https://www.facebook.com/login/web/)
16:31:56	71938/71938	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:31:49%20GMT	https://www.facebook.com/login/Firefox/	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/Firefox/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/QK4AuJ3bOfR.js?_nc_x=Ij3Wp8lg5Kz)
16:31:56	71839/71839	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:31:50%20GMT	https://www.facebook.com/login/Edg/	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/Edg/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/QK4AuJ3bOfR.js?_nc_x=Ij3Wp8lg5Kz)
16:32:01	71891/71891	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:31:57%20GMT	https://www.facebook.com/login/CriOS/	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/CriOS/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/QK4AuJ3bOfR.js?_nc_x=Ij3Wp8lg5Kz)
16:32:02	71917/71917	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:31:57%20GMT	https://www.facebook.com/login/Safari/	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/Safari/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/QK4AuJ3bOfR.js?_nc_x=Ij3Wp8lg5Kz)
16:32:02	71910/71910	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:31:58%20GMT	https://www.facebook.com/login/Chrome/	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/Chrome/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/QK4AuJ3bOfR.js?_nc_x=Ij3Wp8lg5Kz)
16:32:03	71941/71941	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:31:58%20GMT	https://www.facebook.com/login/Version/	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/Version/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/QK4AuJ3bOfR.js?_nc_x=Ij3Wp8lg5Kz)
16:32:08	48624/48624	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3i7M54/yU/l/en_US/lyogBKTsQ7O.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3i7M54/yU/l/en_US/lyogBKTsQ7O1f8e.js	(from https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F)
16:32:08	72127/72127	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:32:03%20GMT	https://www.facebook.com/login/^([^:/?	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/^([^_/indexd41d.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/QK4AuJ3bOfR.js?_nc_x=Ij3Wp8lg5Kz)
16:32:08	72219/72219	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:32:03%20GMT	https://www.facebook.com/login/chrome-extension://	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/chrome-extension_/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/QK4AuJ3bOfR.js?_nc_x=Ij3Wp8lg5Kz)
16:32:08	71798/71798	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:32:04%20GMT	https://www.facebook.com/login/l/	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/l/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/y6/r/a2il9m3oo2U.js?_nc_x=Ij3Wp8lg5Kz)
16:32:09	2078/2078	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yr/r/OJuPnvrkEfZ.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/static.xx.fbcdn.net/rsrc.php/v3/yr/r/OJuPnvrkEfZ1f8e.js	(from https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F)
16:32:09	72013/72013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:32:10%20GMT	https://www.facebook.com/login/web/u_0_2_E	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/web/u_0_2_E	(from https://www.facebook.com/login/web/?_fb_noscript=1)
16:32:11	73284/73284	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202024%2014:32:11%20GMT	https://www.facebook.com/login/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/https___www.facebook.com_login__next=https%3A%2F%2Fwww.facebook.com%2F/www.facebook.com/login/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3i7M54/yU/l/en_US/lyogBKTsQ7O.js?_nc_x=Ij3Wp8lg5Kz)
